gene	species	dN	dS	dNdS
ENSGACG00000017652_ENSGACT00000021523	pun	0.0000	0.0204	0.0010
ENSGACG00000017652_ENSGACT00000021523	sin	0.0029	0.0090	0.3237
ENSGACG00000017653_ENSGACT00000022166	ref	0.0089	0.0976	0.0911
ENSGACG00000017653_ENSGACT00000022166	pun	0.0053	0.0001	99.0000
ENSGACG00000017653_ENSGACT00000022166	sin	0.0054	0.0069	0.7825
ENSGACG00000017656_ENSGACT00000021539	ref	0.0163	0.1162	0.1404
ENSGACG00000017656_ENSGACT00000021539	pun	0.0061	0.0382	0.1600
ENSGACG00000017656_ENSGACT00000021539	sin	0.0046	0.0288	0.1615
ENSGACG00000017657_ENSGACT00000022167	ref	0.0483	0.0789	0.6125
ENSGACG00000017657_ENSGACT00000022167	pun	0.0124	0.0119	1.0467
ENSGACG00000017657_ENSGACT00000022167	sin	0.0073	0.0001	99.0000
ENSGACG00000017658_ENSGACT00000022175	ref	0.0306	0.0636	0.4814
ENSGACG00000017658_ENSGACT00000022175	pun	0.0096	0.0001	99.0000
ENSGACG00000017658_ENSGACT00000022175	sin	0.0048	0.0000	99.0000
ENSGACG00000017659_ENSGACT00000018535	ref	0.0103	0.2104	0.0490
ENSGACG00000017659_ENSGACT00000018535	pun	0.0013	0.0310	0.0411
ENSGACG00000017659_ENSGACT00000018535	sin	0.0000	0.0097	0.0010
ENSGACG00000017660_ENSGACT00000018510	ref	0.0149	0.1889	0.0787
ENSGACG00000017660_ENSGACT00000018510	pun	0.0069	0.0418	0.1662
ENSGACG00000017660_ENSGACT00000018510	sin	0.0051	0.0271	0.1881
ENSGACG00000017662_ENSGACT00000022185	ref	0.0226	0.2442	0.0926
ENSGACG00000017662_ENSGACT00000022185	pun	0.0110	0.0579	0.1891
ENSGACG00000017662_ENSGACT00000022185	sin	0.0029	0.0522	0.0560
ENSGACG00000017663_ENSGACT00000017061	ref	0.0175	0.1275	0.1369
ENSGACG00000017663_ENSGACT00000017061	pun	0.0078	0.0361	0.2148
ENSGACG00000017663_ENSGACT00000017061	sin	0.0037	0.0203	0.1837
ENSGACG00000017663_ENSGACT00000017068	ref	0.0197	0.1608	0.1226
ENSGACG00000017663_ENSGACT00000017068	pun	0.0056	0.0794	0.0704
ENSGACG00000017663_ENSGACT00000017068	sin	0.0028	0.0312	0.0889
ENSGACG00000017664_ENSGACT00000023891	ref	0.0529	0.0885	0.5985
ENSGACG00000017664_ENSGACT00000023891	pun	0.0000	0.0179	0.0010
ENSGACG00000017664_ENSGACT00000023891	sin	0.0019	0.0170	0.1115
ENSGACG00000017665_ENSGACT00000021549	ref	0.0000	0.0422	0.0010
ENSGACG00000017665_ENSGACT00000021549	pun	0.0000	0.0256	0.0010
ENSGACG00000017665_ENSGACT00000021549	sin	0.0000	0.0000	0.0010
ENSGACG00000017667_ENSGACT00000021564	ref	0.0077	0.1182	0.0655
ENSGACG00000017667_ENSGACT00000021564	pun	0.0016	0.0380	0.0411
ENSGACG00000017667_ENSGACT00000021564	sin	0.0029	0.0191	0.1531
ENSGACG00000017668_ENSGACT00000018492	ref	0.0263	0.1691	0.1557
ENSGACG00000017668_ENSGACT00000018492	pun	0.0044	0.0140	0.3175
ENSGACG00000017668_ENSGACT00000018492	sin	0.0044	0.0140	0.3175
ENSGACG00000017669_ENSGACT00000023903	ref	0.0417	0.0958	0.4351
ENSGACG00000017669_ENSGACT00000023903	pun	0.0080	0.0136	0.5867
ENSGACG00000017669_ENSGACT00000023903	sin	0.0042	0.0000	99.0000
ENSGACG00000017670_ENSGACT00000018489	ref	0.0130	0.2670	0.0485
ENSGACG00000017670_ENSGACT00000018489	pun	0.0043	0.0608	0.0710
ENSGACG00000017670_ENSGACT00000018489	sin	0.0045	0.0170	0.2664
ENSGACG00000017671_ENSGACT00000023903	ref	0.0371	0.2258	0.1643
ENSGACG00000017671_ENSGACT00000023903	pun	0.0022	0.0286	0.0783
ENSGACG00000017671_ENSGACT00000023903	sin	0.0000	0.0197	0.0010
ENSGACG00000017672_ENSGACT00000021564	ref	0.0215	0.1361	0.1583
ENSGACG00000017672_ENSGACT00000021564	pun	0.0216	0.0492	0.4390
ENSGACG00000017672_ENSGACT00000021564	sin	0.0169	0.0270	0.6245
ENSGACG00000017673_ENSGACT00000018480	ref	0.0112	0.1936	0.0579
ENSGACG00000017673_ENSGACT00000018480	pun	0.0015	0.0383	0.0380
ENSGACG00000017673_ENSGACT00000018480	sin	0.0000	0.0150	0.0010
ENSGACG00000017674_ENSGACT00000021564	ref	0.0330	0.0969	0.3408
ENSGACG00000017674_ENSGACT00000021564	pun	0.0026	0.0000	99.0000
ENSGACG00000017674_ENSGACT00000021564	sin	0.0000	0.0307	0.0010
ENSGACG00000017675_ENSGACT00000021564	ref	0.0000	0.0394	0.0010
ENSGACG00000017675_ENSGACT00000021564	pun	0.0000	0.0260	0.0010
ENSGACG00000017675_ENSGACT00000021564	sin	0.0000	0.0000	0.0296
ENSGACG00000017676_ENSGACT00000023925	ref	0.0170	0.1065	0.1596
ENSGACG00000017676_ENSGACT00000023925	pun	0.0000	0.0000	99.0000
ENSGACG00000017676_ENSGACT00000023925	sin	0.0000	0.0000	99.0000
ENSGACG00000017677_ENSGACT00000023925	ref	0.0176	0.1720	0.1020
ENSGACG00000017677_ENSGACT00000023925	pun	0.0034	0.0191	0.1779
ENSGACG00000017677_ENSGACT00000023925	sin	0.0034	0.0095	0.3543
ENSGACG00000017678_ENSGACT00000017068	ref	0.0122	0.1677	0.0727
ENSGACG00000017678_ENSGACT00000017068	pun	0.0096	0.0575	0.1676
ENSGACG00000017678_ENSGACT00000017068	sin	0.0000	0.0234	0.0010
ENSGACG00000017679_ENSGACT00000021564	ref	0.0144	0.0309	0.4678
ENSGACG00000017679_ENSGACT00000021564	pun	0.0058	0.0098	0.5953
ENSGACG00000017679_ENSGACT00000021564	sin	0.0016	0.0105	0.1546
ENSGACG00000017682_ENSGACT00000021575	ref	0.0000	0.0000	2.4817
ENSGACG00000017682_ENSGACT00000021575	pun	0.0000	0.0000	2.6267
ENSGACG00000017682_ENSGACT00000021575	sin	0.0000	0.0000	99.0000
ENSGACG00000017683_ENSGACT00000021575	ref	0.0000	0.0000	0.3547
ENSGACG00000017683_ENSGACT00000021575	pun	0.0000	0.0000	99.0000
ENSGACG00000017683_ENSGACT00000021575	sin	0.0000	0.0000	2.5934
ENSGACG00000017684_ENSGACT00000018468	ref	0.0021	0.2267	0.0093
ENSGACG00000017684_ENSGACT00000018468	pun	0.0000	0.0226	0.0010
ENSGACG00000017684_ENSGACT00000018468	sin	0.0000	0.0224	0.0010
ENSGACG00000017685_ENSGACT00000021581	ref	0.0182	0.1153	0.1576
ENSGACG00000017685_ENSGACT00000021581	pun	0.0177	0.0723	0.2443
ENSGACG00000017685_ENSGACT00000021581	sin	0.0059	0.0467	0.1252
ENSGACG00000017686_ENSGACT00000023952	ref	0.0050	0.1469	0.0343
ENSGACG00000017686_ENSGACT00000023952	pun	0.0033	0.0242	0.1348
ENSGACG00000017686_ENSGACT00000023952	sin	0.0017	0.0226	0.0734
ENSGACG00000017688_ENSGACT00000021591	ref	0.0000	0.0000	2.0000
ENSGACG00000017688_ENSGACT00000021591	pun	0.0000	0.0000	1.5591
ENSGACG00000017688_ENSGACT00000021591	sin	0.0000	0.0000	1.1974
ENSGACG00000017689_ENSGACT00000023959	ref	0.0190	0.4373	0.0434
ENSGACG00000017689_ENSGACT00000023959	pun	0.0030	0.0660	0.0461
ENSGACG00000017689_ENSGACT00000023959	sin	0.0030	0.0000	99.0000
ENSGACG00000017692_ENSGACT00000023957	ref	0.0063	0.0778	0.0807
ENSGACG00000017692_ENSGACT00000023957	pun	0.0018	0.0084	0.2198
ENSGACG00000017692_ENSGACT00000023957	sin	0.0025	0.0136	0.1875
ENSGACG00000017694_ENSGACT00000023957	ref	0.0023	0.1679	0.0138
ENSGACG00000017694_ENSGACT00000023957	pun	0.0000	0.0399	0.0010
ENSGACG00000017694_ENSGACT00000023957	sin	0.0000	0.0210	0.0010
ENSGACG00000017695_ENSGACT00000018417	ref	0.0205	0.1016	0.2022
ENSGACG00000017695_ENSGACT00000018417	pun	0.0103	0.0307	0.3371
ENSGACG00000017695_ENSGACT00000018417	sin	0.0076	0.0248	0.3057
ENSGACG00000017695_ENSGACT00000018428	ref	0.0000	0.0000	1.0550
ENSGACG00000017695_ENSGACT00000018428	pun	0.0000	0.0000	0.8493
ENSGACG00000017695_ENSGACT00000018428	sin	0.0000	0.0000	0.6658
ENSGACG00000017696_ENSGACT00000021591	ref	0.0026	0.0396	0.0664
ENSGACG00000017696_ENSGACT00000021591	pun	0.0000	0.0046	0.0010
ENSGACG00000017696_ENSGACT00000021591	sin	0.0000	0.0000	0.0010
ENSGACG00000017697_ENSGACT00000023957	ref	0.0332	0.1056	0.3141
ENSGACG00000017697_ENSGACT00000023957	pun	0.0092	0.0392	0.2344
ENSGACG00000017697_ENSGACT00000023957	sin	0.0091	0.0463	0.1972
ENSGACG00000017697_ENSGACT00000023973	ref	0.0326	0.1070	0.3048
ENSGACG00000017697_ENSGACT00000023973	pun	0.0160	0.0696	0.2302
ENSGACG00000017697_ENSGACT00000023973	sin	0.0095	0.0337	0.2832
ENSGACG00000017699_ENSGACT00000018391	ref	0.0018	0.1080	0.0165
ENSGACG00000017699_ENSGACT00000018391	pun	0.0000	0.0460	0.0010
ENSGACG00000017699_ENSGACT00000018391	sin	0.0000	0.0192	0.0010
ENSGACG00000017700_ENSGACT00000021603	ref	0.0000	0.0173	0.0010
ENSGACG00000017700_ENSGACT00000021603	pun	0.0000	0.0000	0.0010
ENSGACG00000017700_ENSGACT00000021603	sin	0.0000	0.0000	0.0010
ENSGACG00000017702_ENSGACT00000023978	ref	0.0114	0.0943	0.1209
ENSGACG00000017702_ENSGACT00000023978	pun	0.0018	0.0255	0.0698
ENSGACG00000017702_ENSGACT00000023978	sin	0.0000	0.0374	0.0010
ENSGACG00000017705_ENSGACT00000021608	ref	0.0015	0.0687	0.0220
ENSGACG00000017705_ENSGACT00000021608	pun	0.0000	0.0043	0.0010
ENSGACG00000017705_ENSGACT00000021608	sin	0.0000	0.0131	0.0010
ENSGACG00000017706_ENSGACT00000023979	ref	0.0000	0.0000	1.2747
ENSGACG00000017706_ENSGACT00000023979	pun	0.0000	0.0000	1.0155
ENSGACG00000017706_ENSGACT00000023979	sin	0.0000	0.0000	99.0000
ENSGACG00000017707_ENSGACT00000022185	ref	0.0058	0.1357	0.0426
ENSGACG00000017707_ENSGACT00000022185	pun	0.0055	0.0274	0.2013
ENSGACG00000017707_ENSGACT00000022185	sin	0.0039	0.0222	0.1774
ENSGACG00000017708_ENSGACT00000022190	ref	0.0159	0.0873	0.1825
ENSGACG00000017708_ENSGACT00000022190	pun	0.0089	0.0079	1.1298
ENSGACG00000017708_ENSGACT00000022190	sin	0.0044	0.0079	0.5597
ENSGACG00000017709_ENSGACT00000018406	ref	0.0058	0.0511	0.1136
ENSGACG00000017709_ENSGACT00000018406	pun	0.0042	0.0049	0.8545
ENSGACG00000017709_ENSGACT00000018406	sin	0.0015	0.0081	0.1849
ENSGACG00000017711_ENSGACT00000018367	ref	0.0469	0.0135	3.4738
ENSGACG00000017711_ENSGACT00000018367	pun	0.0067	0.0255	0.2614
ENSGACG00000017711_ENSGACT00000018367	sin	0.0067	0.0168	0.3975
ENSGACG00000017712_ENSGACT00000018367	ref	0.0345	0.1990	0.1736
ENSGACG00000017712_ENSGACT00000018367	pun	0.0169	0.0361	0.4686
ENSGACG00000017712_ENSGACT00000018367	sin	0.0089	0.0001	99.0000
ENSGACG00000017713_ENSGACT00000021614	ref	0.0097	0.3771	0.0258
ENSGACG00000017713_ENSGACT00000021614	pun	0.0000	0.0394	0.0010
ENSGACG00000017713_ENSGACT00000021614	sin	0.0001	0.0791	0.0010
ENSGACG00000017714_ENSGACT00000018367	ref	0.0418	0.1589	0.2633
ENSGACG00000017714_ENSGACT00000018367	pun	0.0125	0.1482	0.0841
ENSGACG00000017714_ENSGACT00000018367	sin	0.0000	0.0000	0.1001
ENSGACG00000017715_ENSGACT00000023982	ref	0.0004	0.4260	0.0010
ENSGACG00000017715_ENSGACT00000023982	pun	0.0001	0.0814	0.0010
ENSGACG00000017715_ENSGACT00000023982	sin	0.0000	0.0000	0.0571
ENSGACG00000017716_ENSGACT00000021621	ref	0.0157	0.2132	0.0738
ENSGACG00000017716_ENSGACT00000021621	pun	0.0037	0.0866	0.0433
ENSGACG00000017716_ENSGACT00000021621	sin	0.0000	0.0073	0.0010
ENSGACG00000017717_ENSGACT00000023984	ref	0.0026	0.0603	0.0425
ENSGACG00000017717_ENSGACT00000023984	pun	0.0001	0.0556	0.0010
ENSGACG00000017717_ENSGACT00000023984	sin	0.0000	0.0473	0.0010
ENSGACG00000017718_ENSGACT00000021621	ref	0.0390	0.0322	1.2133
ENSGACG00000017718_ENSGACT00000021621	pun	0.0191	0.0248	0.7679
ENSGACG00000017718_ENSGACT00000021621	sin	0.0044	0.0058	0.7666
ENSGACG00000017719_ENSGACT00000021621	ref	0.0184	0.1262	0.1462
ENSGACG00000017719_ENSGACT00000021621	pun	0.0067	0.0322	0.2072
ENSGACG00000017719_ENSGACT00000021621	sin	0.0013	0.0000	99.0000
ENSGACG00000017722_ENSGACT00000018329	ref	0.0395	0.1349	0.2926
ENSGACG00000017722_ENSGACT00000018329	pun	0.0146	0.0405	0.3618
ENSGACG00000017722_ENSGACT00000018329	sin	0.0115	0.0549	0.2105
ENSGACG00000017723_ENSGACT00000023991	ref	0.0001	0.0568	0.0010
ENSGACG00000017723_ENSGACT00000023991	pun	0.0000	0.0000	0.0010
ENSGACG00000017723_ENSGACT00000023991	sin	0.0000	0.0064	0.0010
ENSGACG00000017724_ENSGACT00000021621	ref	0.0095	0.0684	0.1385
ENSGACG00000017724_ENSGACT00000021621	pun	0.0000	0.0000	0.0010
ENSGACG00000017724_ENSGACT00000021621	sin	0.0000	0.0000	0.1116
ENSGACG00000017725_ENSGACT00000018327	ref	0.0725	0.0398	1.8216
ENSGACG00000017725_ENSGACT00000018327	pun	0.0138	0.0110	1.2591
ENSGACG00000017725_ENSGACT00000018327	sin	0.0180	0.0234	0.7665
ENSGACG00000017728_ENSGACT00000023989	ref	0.0046	0.1089	0.0419
ENSGACG00000017728_ENSGACT00000023989	pun	0.0000	0.0241	0.0010
ENSGACG00000017728_ENSGACT00000023989	sin	0.0000	0.0411	0.0010
ENSGACG00000017729_ENSGACT00000018323	ref	0.0067	0.0686	0.0979
ENSGACG00000017729_ENSGACT00000018323	pun	0.0022	0.0269	0.0814
ENSGACG00000017729_ENSGACT00000018323	sin	0.0023	0.0322	0.0701
ENSGACG00000017730_ENSGACT00000021626	ref	0.0233	0.1193	0.1955
ENSGACG00000017730_ENSGACT00000021626	pun	0.0046	0.0877	0.0523
ENSGACG00000017730_ENSGACT00000021626	sin	0.0088	0.0396	0.2228
ENSGACG00000017733_ENSGACT00000023992	ref	0.0167	0.1439	0.1163
ENSGACG00000017733_ENSGACT00000023992	pun	0.0000	0.0000	0.0010
ENSGACG00000017733_ENSGACT00000023992	sin	0.0001	0.1012	0.0010
ENSGACG00000017735_ENSGACT00000024001	ref	0.0381	0.0838	0.4547
ENSGACG00000017735_ENSGACT00000024001	pun	0.0143	0.0330	0.4338
ENSGACG00000017735_ENSGACT00000024001	sin	0.0063	0.0111	0.5683
ENSGACG00000017739_ENSGACT00000018296	ref	0.0046	0.2654	0.0173
ENSGACG00000017739_ENSGACT00000018296	pun	0.0023	0.0402	0.0578
ENSGACG00000017739_ENSGACT00000018296	sin	0.0000	0.0133	0.0010
ENSGACG00000017741_ENSGACT00000024005	ref	0.0222	0.0981	0.2266
ENSGACG00000017741_ENSGACT00000024005	pun	0.0035	0.0193	0.1834
ENSGACG00000017741_ENSGACT00000024005	sin	0.0029	0.0238	0.1225
ENSGACG00000017742_ENSGACT00000018293	ref	0.0046	0.2287	0.0199
ENSGACG00000017742_ENSGACT00000018293	pun	0.0000	0.0257	0.0010
ENSGACG00000017742_ENSGACT00000018293	sin	0.0000	0.0054	0.0010
ENSGACG00000017742_ENSGACT00000018296	ref	0.0157	0.2204	0.0714
ENSGACG00000017742_ENSGACT00000018296	pun	0.0014	0.0385	0.0357
ENSGACG00000017742_ENSGACT00000018296	sin	0.0014	0.0124	0.1117
ENSGACG00000017743_ENSGACT00000024010	ref	0.0134	0.0558	0.2404
ENSGACG00000017743_ENSGACT00000024010	pun	0.0000	0.0000	0.2875
ENSGACG00000017743_ENSGACT00000024010	sin	0.0000	0.0000	0.3485
ENSGACG00000017745_ENSGACT00000018293	ref	0.0234	0.1946	0.1204
ENSGACG00000017745_ENSGACT00000018293	pun	0.0135	0.0230	0.5873
ENSGACG00000017745_ENSGACT00000018293	sin	0.0100	0.0236	0.4248
ENSGACG00000017750_ENSGACT00000018289	ref	0.0113	0.1806	0.0624
ENSGACG00000017750_ENSGACT00000018289	pun	0.0041	0.0564	0.0736
ENSGACG00000017750_ENSGACT00000018289	sin	0.0014	0.0700	0.0202
ENSGACG00000017751_ENSGACT00000021649	ref	0.0002	0.1743	0.0010
ENSGACG00000017751_ENSGACT00000021649	pun	0.0000	0.0000	99.0000
ENSGACG00000017751_ENSGACT00000021649	sin	0.0000	0.0123	0.0010
ENSGACG00000017755_ENSGACT00000024017	ref	0.0001	0.1267	0.0010
ENSGACG00000017755_ENSGACT00000024017	pun	0.0000	0.0423	0.0010
ENSGACG00000017755_ENSGACT00000024017	sin	0.0000	0.0185	0.0010
ENSGACG00000017757_ENSGACT00000018269	ref	0.0312	0.1543	0.2020
ENSGACG00000017757_ENSGACT00000018269	pun	0.0093	0.0108	0.8649
ENSGACG00000017757_ENSGACT00000018269	sin	0.0084	0.0274	0.3073
ENSGACG00000017760_ENSGACT00000022190	ref	0.0814	0.0998	0.8153
ENSGACG00000017760_ENSGACT00000022190	pun	0.0239	0.0301	0.7931
ENSGACG00000017760_ENSGACT00000022190	sin	0.0173	0.0250	0.6920
ENSGACG00000017761_ENSGACT00000022198	ref	0.0294	0.0003	99.0000
ENSGACG00000017761_ENSGACT00000022198	pun	0.0000	0.0000	2.1220
ENSGACG00000017761_ENSGACT00000022198	sin	0.0087	0.0001	99.0000
ENSGACG00000017762_ENSGACT00000021688	ref	0.0145	0.2313	0.0627
ENSGACG00000017762_ENSGACT00000021688	pun	0.0057	0.0669	0.0849
ENSGACG00000017762_ENSGACT00000021688	sin	0.0057	0.0605	0.0935
ENSGACG00000017764_ENSGACT00000024020	ref	0.0001	0.1478	0.0010
ENSGACG00000017764_ENSGACT00000024020	pun	0.0000	0.0297	0.0010
ENSGACG00000017764_ENSGACT00000024020	sin	0.0026	0.0264	0.0974
ENSGACG00000017767_ENSGACT00000022206	ref	0.0106	0.1139	0.0935
ENSGACG00000017767_ENSGACT00000022206	pun	0.0015	0.0199	0.0775
ENSGACG00000017767_ENSGACT00000022206	sin	0.0015	0.0115	0.1348
ENSGACG00000017769_ENSGACT00000024022	ref	0.0233	0.0342	0.6820
ENSGACG00000017769_ENSGACT00000024022	pun	0.0000	0.0000	0.0010
ENSGACG00000017769_ENSGACT00000024022	sin	0.0052	0.0001	99.0000
ENSGACG00000017770_ENSGACT00000021695	ref	0.0105	0.0895	0.1171
ENSGACG00000017770_ENSGACT00000021695	pun	0.0110	0.0001	99.0000
ENSGACG00000017770_ENSGACT00000021695	sin	0.0000	0.0000	2.9551
ENSGACG00000017771_ENSGACT00000022206	ref	0.0007	0.1081	0.0067
ENSGACG00000017771_ENSGACT00000022206	pun	0.0000	0.0392	0.0010
ENSGACG00000017771_ENSGACT00000022206	sin	0.0000	0.0270	0.0010
ENSGACG00000017772_ENSGACT00000021699	ref	0.0000	0.0000	nan
ENSGACG00000017772_ENSGACT00000021699	pun	0.0000	0.0000	-nan
ENSGACG00000017772_ENSGACT00000021699	sin	0.0000	0.0000	nan
ENSGACG00000017773_ENSGACT00000024027	ref	0.0045	0.0231	0.1938
ENSGACG00000017773_ENSGACT00000024027	pun	0.0000	0.0000	0.0010
ENSGACG00000017773_ENSGACT00000024027	sin	0.0000	0.0088	0.0010
ENSGACG00000017773_ENSGACT00000024029	ref	0.0152	0.1071	0.1419
ENSGACG00000017773_ENSGACT00000024029	pun	0.0052	0.0175	0.2965
ENSGACG00000017773_ENSGACT00000024029	sin	0.0050	0.0321	0.1547
ENSGACG00000017774_ENSGACT00000018256	ref	0.0063	0.2428	0.0261
ENSGACG00000017774_ENSGACT00000018256	pun	0.0000	0.0479	0.0010
ENSGACG00000017774_ENSGACT00000018256	sin	0.0000	0.0375	0.0010
ENSGACG00000017776_ENSGACT00000018250	ref	0.0315	0.0003	99.0000
ENSGACG00000017776_ENSGACT00000018250	pun	0.0000	0.0000	1.9159
ENSGACG00000017776_ENSGACT00000018250	sin	0.0000	0.0000	1.5782
ENSGACG00000017777_ENSGACT00000021714	ref	0.0000	0.0000	99.0000
ENSGACG00000017777_ENSGACT00000021714	pun	0.0000	0.0000	2.0001
ENSGACG00000017777_ENSGACT00000021714	sin	0.0000	0.0000	99.0000
ENSGACG00000017778_ENSGACT00000021714	ref	0.0153	0.2520	0.0606
ENSGACG00000017778_ENSGACT00000021714	pun	0.0054	0.0529	0.1012
ENSGACG00000017778_ENSGACT00000021714	sin	0.0021	0.0134	0.1591
ENSGACG00000017779_ENSGACT00000021714	ref	0.0178	0.1911	0.0934
ENSGACG00000017779_ENSGACT00000021714	pun	0.0100	0.0392	0.2551
ENSGACG00000017779_ENSGACT00000021714	sin	0.0055	0.0459	0.1206
ENSGACG00000017780_ENSGACT00000018237	ref	0.0052	0.2178	0.0237
ENSGACG00000017780_ENSGACT00000018237	pun	0.0035	0.0359	0.0964
ENSGACG00000017780_ENSGACT00000018237	sin	0.0017	0.0121	0.1415
ENSGACG00000017781_ENSGACT00000021718	ref	0.0000	0.0000	0.0010
ENSGACG00000017781_ENSGACT00000021718	pun	0.0000	0.0000	0.0010
ENSGACG00000017781_ENSGACT00000021718	sin	0.0000	0.0000	0.0010
ENSGACG00000017784_ENSGACT00000021720	ref	0.0226	0.2425	0.0934
ENSGACG00000017784_ENSGACT00000021720	pun	0.0121	0.0001	99.0000
ENSGACG00000017784_ENSGACT00000021720	sin	0.0233	0.0715	0.3257
ENSGACG00000017787_ENSGACT00000021720	ref	0.0091	0.1738	0.0522
ENSGACG00000017787_ENSGACT00000021720	pun	0.0000	0.0430	0.0010
ENSGACG00000017787_ENSGACT00000021720	sin	0.0000	0.0000	0.0430
ENSGACG00000017788_ENSGACT00000024044	ref	0.0132	0.1714	0.0769
ENSGACG00000017788_ENSGACT00000024044	pun	0.0050	0.0602	0.0832
ENSGACG00000017788_ENSGACT00000024044	sin	0.0048	0.0409	0.1181
ENSGACG00000017791_ENSGACT00000018218	ref	0.0000	0.0329	0.0010
ENSGACG00000017791_ENSGACT00000018218	pun	0.0026	0.0000	99.0000
ENSGACG00000017791_ENSGACT00000018218	sin	0.0000	0.0000	0.0010
ENSGACG00000017792_ENSGACT00000021737	ref	0.0001	0.0869	0.0010
ENSGACG00000017792_ENSGACT00000021737	pun	0.0053	0.0466	0.1129
ENSGACG00000017792_ENSGACT00000021737	sin	0.0000	0.0000	0.0396
ENSGACG00000017793_ENSGACT00000018212	ref	0.0058	0.2281	0.0254
ENSGACG00000017793_ENSGACT00000018212	pun	0.0000	0.0456	0.0010
ENSGACG00000017793_ENSGACT00000018212	sin	0.0000	0.0000	0.0010
ENSGACG00000017796_ENSGACT00000022217	ref	0.0002	0.2142	0.0010
ENSGACG00000017796_ENSGACT00000022217	pun	0.0000	0.0250	0.0010
ENSGACG00000017796_ENSGACT00000022217	sin	0.0000	0.0114	0.0010
ENSGACG00000017799_ENSGACT00000021753	ref	0.0104	0.1214	0.0859
ENSGACG00000017799_ENSGACT00000021753	pun	0.0036	0.0241	0.1481
ENSGACG00000017799_ENSGACT00000021753	sin	0.0000	0.0000	99.0000
ENSGACG00000017801_ENSGACT00000024047	ref	0.0092	0.2054	0.0450
ENSGACG00000017801_ENSGACT00000024047	pun	0.0001	0.0580	0.0010
ENSGACG00000017801_ENSGACT00000024047	sin	0.0000	0.0316	0.0010
ENSGACG00000017804_ENSGACT00000022223	ref	0.0002	0.1903	0.0010
ENSGACG00000017804_ENSGACT00000022223	pun	0.0000	0.0343	0.0010
ENSGACG00000017804_ENSGACT00000022223	sin	0.0000	0.0167	0.0010
ENSGACG00000017804_ENSGACT00000022226	ref	0.0147	0.1591	0.0925
ENSGACG00000017804_ENSGACT00000022226	pun	0.0053	0.0362	0.1461
ENSGACG00000017804_ENSGACT00000022226	sin	0.0000	0.0178	0.0010
ENSGACG00000017805_ENSGACT00000018174	ref	0.0122	0.1691	0.0723
ENSGACG00000017805_ENSGACT00000018174	pun	0.0000	0.0463	0.0010
ENSGACG00000017805_ENSGACT00000018174	sin	0.0000	0.0175	0.0010
ENSGACG00000017807_ENSGACT00000018164	ref	0.0069	0.2101	0.0330
ENSGACG00000017807_ENSGACT00000018164	pun	0.0048	0.0418	0.1154
ENSGACG00000017807_ENSGACT00000018164	sin	0.0020	0.0165	0.1192
ENSGACG00000017809_ENSGACT00000022226	ref	0.0284	0.1269	0.2236
ENSGACG00000017809_ENSGACT00000022226	pun	0.0018	0.0052	0.3402
ENSGACG00000017809_ENSGACT00000022226	sin	0.0019	0.0138	0.1339
ENSGACG00000017810_ENSGACT00000024057	ref	0.0205	0.1648	0.1246
ENSGACG00000017810_ENSGACT00000024057	pun	0.0037	0.0060	0.6157
ENSGACG00000017810_ENSGACT00000024057	sin	0.0019	0.0000	99.0000
ENSGACG00000017811_ENSGACT00000021764	ref	0.0293	0.1730	0.1692
ENSGACG00000017811_ENSGACT00000021764	pun	0.0164	0.1129	0.1455
ENSGACG00000017811_ENSGACT00000021764	sin	0.0051	0.0001	99.0000
ENSGACG00000017812_ENSGACT00000021764	ref	0.0137	0.0823	0.1660
ENSGACG00000017812_ENSGACT00000021764	pun	0.0082	0.0372	0.2193
ENSGACG00000017812_ENSGACT00000021764	sin	0.0009	0.0104	0.0862
ENSGACG00000017812_ENSGACT00000021767	ref	0.0200	0.1677	0.1190
ENSGACG00000017812_ENSGACT00000021767	pun	0.0099	0.0740	0.1334
ENSGACG00000017812_ENSGACT00000021767	sin	0.0014	0.0193	0.0729
ENSGACG00000017813_ENSGACT00000018153	ref	0.0301	0.0406	0.7395
ENSGACG00000017813_ENSGACT00000018153	pun	0.0115	0.0097	1.1823
ENSGACG00000017813_ENSGACT00000018153	sin	0.0043	0.0063	0.6809
ENSGACG00000017814_ENSGACT00000022232	ref	0.0428	0.1230	0.3478
ENSGACG00000017814_ENSGACT00000022232	pun	0.0057	0.0191	0.2962
ENSGACG00000017814_ENSGACT00000022232	sin	0.0058	0.0055	1.0621
ENSGACG00000017815_ENSGACT00000018139	ref	0.0604	0.1050	0.5747
ENSGACG00000017815_ENSGACT00000018139	pun	0.0282	0.0478	0.5898
ENSGACG00000017815_ENSGACT00000018139	sin	0.0077	0.0146	0.5277
ENSGACG00000017816_ENSGACT00000021764	ref	0.0107	0.0717	0.1486
ENSGACG00000017816_ENSGACT00000021764	pun	0.0000	0.0000	0.2186
ENSGACG00000017816_ENSGACT00000021764	sin	0.0000	0.0000	0.2971
ENSGACG00000017817_ENSGACT00000018139	ref	0.0343	0.1304	0.2632
ENSGACG00000017817_ENSGACT00000018139	pun	0.0153	0.0717	0.2140
ENSGACG00000017817_ENSGACT00000018139	sin	0.0021	0.0277	0.0771
ENSGACG00000017819_ENSGACT00000024067	ref	0.0001	0.1287	0.0010
ENSGACG00000017819_ENSGACT00000024067	pun	0.0000	0.0182	0.0010
